,date,I,I_p,C_p
90,2020-04-21,107709,109512.40074630304,183957.0
91,2020-04-22,107699,109989.9469656262,187327.0
92,2020-04-23,106848,104956.19044506774,189973.0
93,2020-04-24,106527,109417.72766954591,192994.0
94,2020-04-25,105847,104432.12280340787,195351.0
95,2020-04-26,106103,103605.97688865762,197675.0
96,2020-04-27,105813,103293.52853465412,199414.0
97,2020-04-28,105205,107493.34211048877,201505.0
98,2020-04-29,104657,102880.57078120354,203591.0
99,2020-04-30,101551,102598.74826811477,205463.0
100,2020-05-01,100943,102008.47329360318,207428.0
101,2020-05-02,100704,95566.96272253689,209328.0
102,2020-05-03,100179,98464.24961308188,210717.0
103,2020-05-04,99980,97874.02227575025,211938.0
104,2020-05-05,98467,97641.67688677947,213013.0
105,2020-05-06,91528,101717.23589913486,214457.0
106,2020-05-07,89624,95633.14907315164,215858.0
107,2020-05-08,87961,78932.99516202272,217185.0
108,2020-05-09,84842,85925.73012105883,218268.0
109,2020-05-10,83324,84329.03446441874,219070.0
110,2020-05-11,82488,79322.81193508704,219814.0
111,2020-05-12,81266,79829.0964344767,221216.0
112,2020-05-13,78457,80788.25195718226,222104.0
113,2020-05-14,76440,78967.92191349057,223096.0
114,2020-05-15,72070,73304.18935080261,223885.0
115,2020-05-16,70187,72918.85076405638,224760.0
116,2020-05-17,68351,63789.819753358766,225435.0
117,2020-05-18,66553,67005.40089168308,225886.0
118,2020-05-19,65129,65260.26361569231,226699.0
119,2020-05-20,62752,63558.8819079267,227364.0
120,2020-05-21,60960,62359.93057647974,228006.0
121,2020-05-22,59322,57711.19277648923,228658.0
122,2020-05-23,57752,57298.27585364082,229327.0
123,2020-05-24,56594,55661.96042033452,229858.0
124,2020-05-25,55300,55187.645525816915,230158.0
125,2020-05-26,52942,54338.55102005246,230555.0
126,2020-05-27,50966,52747.1849754038,231139.0
127,2020-05-28,47986,48477.871329760725,231732.0
128,2020-05-29,46175,46911.94114109226,232248.0
129,2020-05-30,43691,42531.02677617214,232664.0
130,2020-05-31,42075,42520.37304294384,232997.0
131,2020-06-01,41367,39306.934829221165,233197.0
132,2020-06-02,39893,38714.55509500877,233515.0
133,2020-06-03,39297,39588.02121851863,233836.0
134,2020-06-04,38429,37388.34559668046,234013.0
135,2020-06-05,36976,38275.991750331,234531.0
136,2020-06-06,35877,36747.304602340766,234801.0
137,2020-06-07,35262,34051.864295696316,234998.0
138,2020-06-08,34730,33762.145009024134,235278.0
139,2020-06-09,32872,33756.303353690535,235561.0
140,2020-06-10,31710,33841.03398784774,235763.0
141,2020-06-11,30637,29580.48819811849,236142.0
142,2020-06-12,28997,29723.233159719864,236305.0
143,2020-06-13,27485,28674.37715671262,236651.0
144,2020-06-14,26274,26099.666990049718,236989.0
145,2020-06-15,25909,24704.72554106567,237290.0
146,2020-06-16,24569,24128.08938351172,237500.0
147,2020-06-17,23925,25227.96908300769,237828.0
148,2020-06-18,23101,22092.996935727642,238159.0
149,2020-06-19,21543,22898.839704976817,238011.0
150,2020-06-20,21212,21643.13545264316,238275.0
151,2020-06-21,20972,18707.85968607309,238499.0
152,2020-06-22,20637,20690.8313995374,238720.0
153,2020-06-23,19573,20505.0220289874,238833.0
154,2020-06-24,18655,20142.783417565654,239410.0
155,2020-06-25,18303,17609.348829383318,239706.0
156,2020-06-26,17638,16830.934410469166,239961.0
157,2020-06-27,16836,17552.197419046555,240136.0
158,2020-06-28,16681,16218.121295520457,240310.0
159,2020-06-29,16496,15490.720614358206,240436.0
160,2020-06-30,15563,16323.120503652764,240578.0
161,2020-07-01,15255,16136.636902216609,240760.0
162,2020-07-02,15060,13765.70789446141,240961.0
163,2020-07-03,,15060.0,241155.97
164,2020-07-04,,16794.08136273067,241345.0909
165,2020-07-05,,18727.382797096532,241528.538173
166,2020-07-06,,20882.68199356885,241706.48202781
167,2020-07-07,,23285.334190578804,241879.0875669757
168,2020-07-08,,25963.557336955415,242046.51493996644
169,2020-07-09,,28948.74720714044,242208.91949176745
170,2020-07-10,,32275.825219290455,242366.45190701442
171,2020-07-11,,35983.62185674344,242519.25834980397
172,2020-07-12,,40115.29872232982,242667.48059930984
173,2020-07-13,,44718.81235150094,242811.25618133054
174,2020-07-14,,49847.42295997118,242950.71849589061
175,2020-07-15,,55560.25128644587,243085.9969410139
176,2020-07-16,,61922.88658832059,243217.2170327835
177,2020-07-17,,69008.04862966824,243344.5005218
178,2020-07-18,,76896.30613135263,243467.965506146
179,2020-07-19,,85676.85358973207,243587.72654096162
180,2020-07-20,,95448.3475608051,243703.8947447328
181,2020-07-21,,106319.8023876166,243816.57790239083
182,2020-07-22,,118411.54384469596,243925.88056531912
183,2020-07-23,,131856.21719472724,244031.90414835958
184,2020-07-24,,146799.84359477097,244134.74702390883
185,2020-07-25,,163402.91553115347,244234.5046131916
186,2020-07-26,,181841.51786609588,244331.26947479587
187,2020-07-27,,202308.45599209808,244425.13139055204
188,2020-07-28,,225014.36634573908,244516.17744883551
189,2020-07-29,,250188.77695652246,244604.49212537048
190,2020-07-30,,278081.0766246743,244690.1573616094
191,2020-07-31,,308961.3405739323,244773.25264076114
192,2020-08-01,,343120.94788381184,244853.85506153834
193,2020-08-02,,380872.91160328174,244932.03940969222
194,2020-08-03,,422551.82621421135,245007.8782274015
195,2020-08-04,,468513.3192243506,245081.44188057948
196,2020-08-05,,519132.87450971315,245152.79862416213
197,2020-08-06,,574803.8752619948,245222.01466543728
198,2020-08-07,,635934.6950663035,245289.1542254742
199,2020-08-08,,702944.6482446154,245354.27959871
200,2020-08-09,,776258.5972244921,245417.45121074875
201,2020-08-10,,856300.0080577803,245478.72767442634
202,2020-08-11,,943482.2487555763,245538.1658441936
203,2020-08-12,,1038197.9429609773,245595.82086886786
204,2020-08-13,,1140806.228384386,245651.7462428019
205,2020-08-14,,1251617.8304596161,245705.9938555179
206,2020-08-15,,1370877.951830853,245758.61403985246
207,2020-08-16,,1498747.101765763,245809.65561865698
208,2020-08-17,,1635280.1489106955,245859.16595009738
209,2020-08-18,,1780404.0755608776,245907.19097159457
210,2020-08-19,,1933895.1371519382,245953.77524244683
211,2020-08-20,,2095356.3766986127,245998.96198517355
212,2020-08-21,,2264196.6933748946,246042.79312561845
213,2020-08-22,,2439612.8930630498,246085.30933185
214,2020-08-23,,2620576.325508393,246126.55005189462
215,2020-08-24,,2805825.8020080407,246166.5535503379
216,2020-08-25,,2993868.452663819,246205.3569438279
217,2020-08-26,,3182989.990939537,246242.99623551322
218,2020-08-27,,3371275.484553555,246279.50634844796
219,2020-08-28,,3556641.182746666,246314.92115799466
220,2020-08-29,,3736877.2418143386,246349.27352325496
221,2020-08-30,,3909700.3715281826,246382.59531755745
222,2020-08-31,,4072814.5681838943,246414.91745803086
223,2020-09-01,,4223977.29764937,246446.26993429006
224,2020-09-02,,4361067.842924489,246476.68183626147
225,2020-09-03,,4482154.125923482,246506.18138117375
226,2020-09-04,,4585554.218755534,246534.79593973866
227,2020-09-05,,4669889.004756557,246562.55206154662
228,2020-09-06,,4734123.018684682,246589.47549970035
229,2020-09-07,,4777591.330209169,246615.59123470946
230,2020-09-08,,4800011.341943472,246640.9234976683
231,2020-09-09,,4801479.440120424,246665.49579273837
232,2020-09-10,,4782453.448251002,246689.33091895634
233,2020-09-11,,4743722.692733331,246712.45099138777
234,2020-09-12,,4686368.123480867,246734.87746164625
235,2020-09-13,,4611715.306063471,246756.63113779697
236,2020-09-14,,4521283.213299517,246777.73220366318
237,2020-09-15,,4416731.621867197,246798.20023755342
238,2020-09-16,,4299809.6120636305,246818.05423042696
239,2020-09-17,,4172307.2355133514,246837.3126035143
240,2020-09-18,,4036011.916617876,246855.993225409
241,2020-09-19,,3892670.642729112,246874.11342864687
242,2020-09-20,,3743958.518326462,246891.6900257876
243,2020-09-21,,3591453.83980341,246908.7393250141
244,2020-09-22,,3436619.506946345,246925.2771452638
245,2020-09-23,,3280790.3308254387,246941.318830906
246,2020-09-24,,3125165.623006459,246956.87926597896
247,2020-09-25,,2970806.349224724,246971.97288799973
248,2020-09-26,,2818636.0900478563,246986.61370135986
249,2020-09-27,,2669445.058398062,247000.8152903192
250,2020-09-28,,2523896.466148957,247014.59083160976
251,2020-09-29,,2382534.597646216,247027.9531066616
252,2020-09-30,,2245794.027021802,247040.91451346187
253,2020-10-01,,2114009.500686648,247053.48707805816
254,2020-10-02,,1987426.0904750698,247065.68246571656
255,2020-10-03,,1866209.3024291669,247077.5119917452
256,2020-10-04,,1750454.898505351,247088.986631993
257,2020-10-05,,1640198.252109241,247100.11703303337
258,2020-10-06,,1535423.1127800047,247110.91352204254
259,2020-10-07,,1436069.7006632541,247121.38611638144
260,2020-10-08,,1342042.0881809953,247131.54453289017
261,2020-10-09,,1253214.8553399763,247141.39819690364
262,2020-10-10,,1169439.0273610463,247150.9562509967
263,2020-10-11,,1090547.319745067,247160.227563467
264,2020-10-12,,1016358.727472014,247169.22073656318
265,2020-10-13,,946682.5026477833,247177.9441144665
266,2020-10-14,,881321.5693652369,247186.4057910327
267,2020-10-15,,820075.4265280382,247194.61361730195
268,2020-10-16,,762742.5894909855,247202.57520878312
269,2020-10-17,,709122.6200939594,247210.29795251985
270,2020-10-18,,659017.7924135672,247217.78901394448
271,2020-10-19,,612234.4386526641,247225.0553435264
272,2020-10-20,,568584.0162896633,247232.10368322083
273,2020-10-21,,527883.9341148239,247238.94057272444
274,2020-10-22,,489958.17123867746,247245.57235554294
275,2020-10-23,,454637.7196776369,247252.00518487688
276,2020-10-24,,421760.877780716,247258.2450293308
277,2020-10-25,,391173.4186107774,247264.2976784511
278,2020-10-26,,362728.65446563496,247270.1687480978
279,2020-10-27,,336287.4160352894,247275.86368565512
280,2020-10-28,,311717.96224690834,247281.3877750857
281,2020-10-29,,288895.8346459307,247286.74614183334
282,2020-10-30,,267703.66819115955,247291.94375757856
283,2020-10-31,,248030.96859128276,247296.98544485142
284,2020-11-01,,229773.86476490414,247301.8758815061
285,2020-11-02,,212834.843649564,247306.61960506113
286,2020-11-03,,197122.47340059766,247311.22101690952
287,2020-11-04,,182551.11999139577,247315.68438640246
288,2020-11-05,,169040.66133661784,247320.0138548106
289,2020-11-06,,156516.20229394943,247324.2134391665
290,2020-11-07,,144907.7932438766,247328.2870359917
291,2020-11-08,,134150.15438759114,247332.23842491215
292,2020-11-09,,124182.40742859291,247336.071272165
293,2020-11-10,,114947.81590302174,247339.78913400025
294,2020-11-11,,106393.53508753376,247343.39545998047
295,2020-11-12,,98470.37213298395,247346.8935961813
296,2020-11-13,,91132.5568396144,247350.2867882961
297,2020-11-14,,84337.52329810173,247353.57818464746
298,2020-11-15,,78045.7024647345,247356.77083910827
299,2020-11-16,,72220.32561296388,247359.86771393527
300,2020-11-17,,66827.23850305869,247362.87168251746
301,2020-11-18,,61834.7260326525,247365.7855320422
302,2020-11-19,,57213.34707018528,247368.61196608123
303,2020-11-20,,52935.77912766624,247371.35360709907
304,2020-11-21,,48976.67249628614,247374.01299888638
305,2020-11-22,,45312.51344601303,247376.59260892007
306,2020-11-23,,41921.49607655865,247379.09483065276
307,2020-11-24,,38783.40240042103,247381.52198573347
308,2020-11-25,,35879.490237748425,247383.87632616176
309,2020-11-26,,33192.38850639337,247386.1600363772
310,2020-11-27,,30705.999497773566,247388.3752352862
311,2020-11-28,,28405.407739222857,247390.52397822792
312,2020-11-29,,26276.79505572616,247392.6082588814
313,2020-11-30,,24307.361457724986,247394.63001111528
314,2020-12-01,,22485.25149659006,247396.59111078214
315,2020-12-02,,20799.485745000722,247398.493377459
316,2020-12-03,,19239.897075533787,247400.33857613555
317,2020-12-04,,17797.071426992447,247402.1284188518
318,2020-12-05,,16462.292764194033,247403.86456628656
319,2020-12-06,,15227.491952920842,247405.54862929828
320,2020-12-07,,14085.199287393501,247407.18217041966
321,2020-12-08,,13028.50042285324,247408.7667053074
322,2020-12-09,,12050.995480564232,247410.30370414854
323,2020-12-10,,11146.76110671695,247411.79459302442
324,2020-12-11,,10310.315280291408,247413.24075523403
325,2020-12-12,,9536.584677902827,247414.64353257735
326,2020-12-13,,8820.874415989776,247416.00422660037
327,2020-12-14,,8158.840002414076,247417.3240998027
328,2020-12-15,,7546.461340626931,247418.60437680897
329,2020-12-16,,6980.018640027622,247419.84624550506
330,2020-12-17,,6456.070096014143,247421.05085814025
331,2020-12-18,,5971.431212517662,247422.2193323964
332,2020-12-19,,5523.155648545057,247423.35275242486
333,2020-12-20,,5108.517478448497,247424.45216985248
334,2020-12-21,,4724.994763321388,247425.51860475726
335,2020-12-22,,4370.25433811022,247426.55304661492
336,2020-12-23,,4042.1377257562517,247427.55645521684
337,2020-12-24,,3738.648095963874,247428.5297615607
338,2020-12-25,,3457.9381920579585,247429.47386871424
339,2020-12-26,,3198.2991548640293,247430.38965265316
340,2020-12-27,,2958.1501776455693,247431.27796307392
341,2020-12-28,,2736.028930884347,247432.13962418208
342,2020-12-29,,2530.5827001135845,247432.975435457
343,2020-12-30,,2340.560184130487,247433.78617239365
344,2020-12-31,,2164.8039047436027,247434.5725872222
345,2021-01-01,,2002.24318277018,247435.3354096059
346,2021-01-02,,1851.8876383067402,247436.07534731808
347,2021-01-03,,1712.8211763691083,247436.7930868989
348,2021-01-04,,1584.196421851869,247437.4892942923
349,2021-01-05,,1465.2295704064406,247438.16461546387
350,2021-01-06,,1355.1956242956444,247438.8196770003
351,2021-01-07,,1253.4239845638604,247439.45508669066
352,2021-01-08,,1159.2943729779238,247440.0714340903
353,2021-01-09,,1072.2330591563161,247440.66929106793
354,2021-01-10,,991.7093701237349,247441.24921233623
355,2021-01-11,,917.2324612148633,247441.81173596648
356,2021-01-12,,848.3483288145217,247442.3573838878
357,2021-01-13,,784.6370468701466,247442.8866623715
358,2021-01-14,,725.7102104549283,247443.40006250064
359,2021-01-15,,671.2085709035596,247443.89806062594
360,2021-01-16,,620.7998481945515,247444.38111880748
361,2021-01-17,,574.1767073200579,247444.84968524356
362,2021-01-18,,531.0548863723018,247445.30419468656
