,date,beta,gamma,r0,dif,r0_p,dif_p
0,2020-02-25,0.02,0.01,2.0,0.01,2.0,0.01
1,2020-02-26,0.02,0.01,2.0,0.01,2.0,0.01
2,2020-02-27,0.02,0.01,2.0,0.01,2.0,0.01
3,2020-02-28,0.9900000000000008,0.37000000000000016,2.6756756756756768,0.6200000000000006,2.6756756756756768,0.6200000000000006
4,2020-02-29,0.4900000000000002,0.01,49.00000000000002,0.4800000000000002,4.027027027027033,1.8400000000000047
5,2020-03-01,0.9900000000000008,0.37000000000000016,2.6756756756756768,0.6200000000000006,140.97297297297283,-0.41000000000000103
6,2020-03-02,0.5000000000000002,0.01,50.00000000000002,0.4900000000000002,-136.29729729729638,1.04
7,2020-03-03,0.9900000000000008,0.4700000000000002,2.106382978723405,0.5200000000000006,190.9729729729736,0.08999999999999231
8,2020-03-04,0.3500000000000001,0.01,35.00000000000001,0.3400000000000001,-141.00517538815598,0.7100000000000013
9,2020-03-05,0.9900000000000008,0.6800000000000004,1.4558823529411768,0.3100000000000004,148.68085106383342,-0.050000000000003375
10,2020-03-06,0.2400000000000001,0.01,24.00000000000001,0.2300000000000001,-98.52596996245302,0.43000000000001215
11,2020-03-07,0.2900000000000001,0.01,29.000000000000007,0.2800000000000001,102.63235294117612,0.10000000000000142
12,2020-03-08,0.9900000000000008,0.6800000000000004,1.4558823529411768,0.3100000000000004,16.45588235294133,0.4599999999999964
13,2020-03-09,0.2300000000000001,0.01,23.000000000000007,0.22000000000000008,-58.63235294117612,0.3199999999999992
14,2020-03-10,0.9900000000000008,0.6000000000000003,1.6500000000000004,0.39000000000000046,93.63235294118067,0.00999999999999357
15,2020-03-11,0.9900000000000008,0.5100000000000002,1.941176470588236,0.48000000000000054,-62.594117647064195,0.8200000000000074
16,2020-03-12,0.9900000000000008,0.6300000000000003,1.5714285714285718,0.36000000000000043,23.87352941176323,0.4900000000000144
17,2020-03-13,0.9900000000000008,0.8600000000000005,1.1511627906976747,0.13000000000000023,0.5407563025210749,0.030000000000022453
18,2020-03-14,0.4100000000000002,0.01,41.00000000000002,0.4000000000000002,0.6803791283955427,-0.21000000000000796
19,2020-03-15,0.9900000000000008,0.4400000000000002,2.2500000000000004,0.5500000000000005,121.11794019933859,1.1700000000002433
20,2020-03-16,0.18000000000000002,0.01,18.0,0.17,-115.09883720930338,0.5799999999999805
21,2020-03-17,0.2400000000000001,0.01,24.00000000000001,0.2300000000000001,88.2499999999909,-0.7400000000000517
22,2020-03-18,0.9900000000000008,0.7900000000000005,1.2531645569620256,0.2000000000000003,20.25000000000091,0.730000000000004
23,2020-03-19,0.15,0.01,15.0,0.13999999999999999,-50.24050632912258,0.07999999999997343
24,2020-03-20,0.2300000000000001,0.01,23.000000000000007,0.22000000000000008,65.24050632910439,0.05000000000000071
25,2020-03-21,0.9900000000000008,0.7900000000000005,1.2531645569620256,0.2000000000000003,25.253164556959746,0.4400000000000688
26,2020-03-22,0.5800000000000003,0.4300000000000002,1.3488372093023255,0.15000000000000008,-50.240506329117125,0.07999999999994856
27,2020-03-23,0.9900000000000008,0.8200000000000005,1.207317073170732,0.17000000000000026,23.287017957040916,0.06999999999999673
28,2020-03-24,0.16,0.01,16.0,0.15,0.8286041485673223,0.25999999999998735
29,2020-03-25,0.17,0.01,17.0,0.16,45.72688598979403,0.08999999999998387
30,2020-03-26,0.37000000000000016,0.2300000000000001,1.608695652173913,0.14000000000000007,4.207317073172817,0.20000000000001883
31,2020-03-27,0.18000000000000002,0.01,18.0,0.17,-30.173913043478933,0.08999999999999453
32,2020-03-28,0.12999999999999998,0.01,12.999999999999998,0.11999999999999998,66.17391304347802,0.2500000000000284
33,2020-03-29,0.9900000000000008,0.9000000000000006,1.1,0.09000000000000019,-13.391304347820551,-0.009999999999990905
34,2020-03-30,0.9800000000000006,0.9100000000000006,1.0769230769230769,0.07000000000000006,-17.699999999995725,0.07999999999997875
35,2020-03-31,0.08,0.01,8.0,0.07,12.930769230759324,0.05999999999999517
36,2020-04-01,0.9900000000000008,0.9100000000000006,1.087912087912088,0.08000000000000018,21.869230769233127,0.08999999999998387
37,2020-04-02,0.9900000000000008,0.9200000000000006,1.0760869565217392,0.07000000000000017,-19.659340659331065,0.09999999999999254
38,2020-04-03,0.5500000000000003,0.5000000000000002,1.1,0.050000000000000044,7.964524605827137,0.040000000000024016
39,2020-04-04,0.9800000000000006,0.9400000000000006,1.0425531914893618,0.040000000000000036,1.159651218346891,0.019999999999998685
40,2020-04-05,0.04,0.01,4.0,0.03,0.9037465309898636,0.04000000000000181
41,2020-04-06,0.9900000000000008,0.9600000000000006,1.0312500000000002,0.030000000000000138,9.97234042553373,0.020000000000000184
42,2020-04-07,0.8300000000000005,0.8100000000000005,1.0246913580246915,0.020000000000000018,-7.863696808511122,0.0400000000000027
43,2020-04-08,0.9900000000000008,0.9600000000000006,1.0312500000000002,0.030000000000000138,3.9803240740779984,0.0
44,2020-04-09,0.9700000000000006,0.9500000000000006,1.0210526315789474,0.020000000000000018,1.0509259259259274,0.05999999999998096
45,2020-04-10,0.9500000000000006,0.9400000000000006,1.0106382978723405,0.010000000000000009,0.9940992527615187,-0.010000000000005116
46,2020-04-11,0.9300000000000006,0.9200000000000006,1.0108695652173914,0.010000000000000009,1.0000069988801794,-2.7755575615628914e-16
47,2020-04-12,0.02,0.01,2.0,0.01,1.0217464336141244,0.02000000000002089
48,2020-04-13,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,3.9780296022199764,0.009999999999999985
